1, 40000
2, 50000
3, 50000
4, 60000
5, 60000
6, 60000
7, 60000
8, 60000
9, 60000
10, 60000
11, 60000
12, 60000
13, 70000
14, 70000
15, 70000
16, 70000
17, 70000
18, 70000
19, 70000
20, 80000
21, 80000
22, 80000
23, 80000
24, 80000
25, 80000
26, 80000
27, 80000
28, 80000
29, 80000
30, 80000
31, 80000
32, 80000
33, 80000
34, 80000
35, 80000
36, 80000
37, 80000
38, 80000
39, 80000
40, 80000
41, 80000
42, 80000
43, 80000
44, 80000
45, 80000
46, 80000
47, 80000
48, 80000
49, 80000
50, 80000
51, 80000
52, 80000
53, 80000
54, 80000
55, 80000
56, 80000
57, 80000
58, 80000
59, 80000
60, 80000
61, 80000
62, 80000
63, 80000
64, 80000
65, 80000
66, 80000
67, 80000
68, 80000
69, 80000
70, 80000
71, 80000
72, 80000
73, 80000
74, 80000
75, 80000
76, 80000
77, 80000
78, 80000
79, 80000
80, 80000
81, 80000
82, 80000
83, 80000
84, 80000
85, 80000
86, 80000
87, 80000
88, 80000
89, 80000
90, 80000
91, 80000
92, 80000
93, 80000
94, 80000
95, 80000
96, 80000
97, 80000
98, 80000
99, 80000
100, 50000
101, 50250
102, 50500
103, 50500
104, 50750
105, 51000
106, 51250
107, 51500
108, 51750
109, 52000
110, 52000
111, 52250
112, 52500
113, 52750
114, 53000
115, 53250
116, 53500
117, 53500
118, 53750
119, 54000
120, 54250
121, 54500
122, 54750
123, 55000
124, 55250
125, 55500
126, 55750
127, 55750
128, 56000
129, 56250
130, 56500
131, 56750
132, 57000
133, 57250
134, 57500
135, 57750
136, 58000
137, 58250
138, 58500
139, 58750
140, 59000
141, 59250
142, 59500
143, 59750
144, 60000
145, 60250
146, 60500
147, 60750
148, 61000
149, 61250
150, 61500
151, 61750
152, 62000
153, 62250
154, 62500
155, 62750
156, 63000
157, 63250
158, 63500
159, 63750
160, 64000
161, 64250
162, 64500
163, 64750
164, 65000
165, 65250
166, 65500
167, 65750
168, 66000
169, 66250
170, 66750
171, 67000
172, 67250
173, 67500
174, 67750
175, 68000
176, 68250
177, 68500
178, 68750
179, 69250
180, 69500
181, 69750
182, 70000
183, 70250
184, 70500
185, 70750
186, 71250
187, 71500
188, 71750
189, 72000
190, 72250
191, 72750
192, 73000
193, 73250
194, 73500
195, 73750
196, 74250
197, 74500
198, 74750
199, 75000
200, 75250
201, 75750
202, 76000
203, 76250
204, 76500
205, 77000
206, 77250
207, 77500
208, 78000
209, 78250
210, 78500
211, 78750
212, 79250
213, 79500
214, 79750
215, 80250
216, 80500
217, 80750
218, 81250
219, 81500
220, 81750
221, 82250
222, 82500
223, 82750
224, 83250
225, 83500
226, 83750
227, 84250
228, 84500
229, 85000
230, 85250
231, 85500
232, 86000
233, 86250
234, 86750
235, 87000
236, 87250
237, 87750
238, 88000
239, 88500
240, 88750
241, 89250
242, 89500
243, 90000
244, 90250
245, 90750
246, 91000
247, 91500
248, 91750
249, 92250
250, 92500
251, 93000
252, 93250
253, 93750
254, 94000
255, 94500
256, 94750
257, 95250
258, 95500
259, 96000
260, 96500
261, 96750
262, 97250
263, 97500
264, 98000
265, 98500
266, 98750
267, 99250
268, 99500
269, 100000
270, 100500
271, 100750
272, 101250
273, 101750
274, 102000
275, 102500
276, 103000
277, 103250
278, 103750
279, 104250
280, 104750
281, 105000
282, 105500
283, 106000
284, 106500
285, 106750
286, 107250
287, 107750
288, 108250
289, 108500
290, 109000
291, 109500
292, 110000
293, 110500
294, 110750
295, 111250
296, 111750
297, 112250
298, 112750
299, 113250
300, 113500
301, 114000
302, 114500
303, 115000
304, 115500
305, 116000
306, 116500
307, 117000
308, 117500
309, 117750
310, 118250
311, 118750
312, 119250
313, 119750
314, 120250
315, 120750
316, 121250
317, 121750
318, 122250
319, 122750
320, 123250
321, 123750
322, 124250
323, 124750
324, 125250
325, 125750
326, 126500
327, 127000
328, 127500
329, 128000
330, 128500
331, 129000
332, 129500
333, 130000
334, 130500
335, 131250
336, 131750
337, 132250
338, 132750
339, 133250
340, 133750
341, 134500
342, 135000
343, 135500
344, 136000
345, 136750
346, 137250
347, 137750
348, 138250
349, 139000
350, 139500
351, 140000
352, 140500
353, 141250
354, 141750
355, 142250
356, 143000
357, 143500
358, 144000
359, 144750
360, 145250
361, 146000
362, 146500
363, 147000
364, 147750
365, 148250
366, 149000
367, 149500
368, 150250
369, 150750
370, 151500
371, 152000
372, 152750
373, 153250
374, 154000
375, 154500
376, 155250
377, 155750
378, 156500
379, 157000
380, 157750
381, 158500
382, 159000
383, 159750
384, 160250
385, 161000
386, 161750
387, 162250
388, 163000
389, 163750
390, 164250
391, 165000
392, 165750
393, 166500
394, 167000
395, 167750
396, 168500
397, 169250
398, 169750
399, 170500
400, 171250
401, 172000
402, 172750
403, 173250
404, 174000
405, 174750
406, 175500
407, 176250
408, 177000
409, 177750
410, 178500
411, 179250
412, 179750
413, 180500
414, 181250
415, 182000
416, 182750
417, 183500
418, 184250
419, 185000
420, 186000
421, 186750
422, 187500
423, 188250
424, 189000
425, 189750
426, 190500
427, 191250
428, 192000
429, 192750
430, 193750
431, 194500
432, 195250
433, 196000
434, 196750
435, 197750
436, 198500
437, 199250
438, 200250
439, 201000
440, 201750
441, 202500
442, 203500
443, 204250
444, 205000
445, 206000
446, 206750
447, 207750
448, 208500
449, 209250
450, 210250
451, 211000
452, 212000
453, 212750
454, 213750
455, 214500
456, 215500
457, 216250
458, 217250
459, 218250
460, 219000
461, 220000
462, 220750
463, 221750
464, 222750
465, 223500
466, 224500
467, 225500
468, 226250
469, 227250
470, 228250
471, 229250
472, 230000
473, 231000
474, 232000
475, 233000
476, 234000
477, 234750
478, 235750
479, 236750
480, 237750
481, 238750
482, 239750
483, 240750
484, 241750
485, 242750
486, 243750
487, 244750
488, 245750
489, 246750
490, 247750
491, 248750
492, 249750
493, 250750
494, 251750
495, 252750
496, 254000
497, 255000
498, 256000
499, 257000
500, 258000
501, 259250
502, 260250
503, 261250
504, 262250
505, 263500
506, 264500
507, 265500
508, 266750
509, 267750
510, 269000
511, 270000
512, 271250
513, 272250
514, 273250
515, 274500
516, 275500
517, 276750
518, 278000
519, 279000
520, 280250
521, 281250
522, 282500
523, 283750
524, 284750
525, 286000
526, 287250
527, 288250
528, 289500
529, 290750
530, 292000
531, 293000
532, 294250
533, 295500
534, 296750
535, 298000
536, 299250
537, 300500
538, 301750
539, 303000
540, 304250
541, 305500
542, 306750
543, 308000
544, 309250
545, 310500
546, 311750
547, 313000
548, 314250
549, 315500
550, 317000
551, 318250
552, 319500
553, 320750
554, 322000
555, 323500
556, 324750
557, 326000
558, 327500
559, 328750
560, 330250
561, 331500
562, 332750
563, 334250
564, 335500
565, 337000
566, 338500
567, 339750
568, 341250
569, 342500
570, 344000
571, 345500
572, 346750
573, 348250
574, 349750
575, 351000
576, 352500
577, 354000
578, 355500
579, 357000
580, 358500
581, 359750
582, 361250
583, 362750
584, 364250
585, 365750
586, 367250
587, 368750
588, 370250
589, 371750
590, 373500
591, 375000
592, 376500
593, 378000
594, 379500
595, 381250
596, 382750
597, 384250
598, 385750
599, 387500
600, 389000
601, 390750
602, 392250
603, 393750
604, 395500
605, 397000
606, 398750
607, 400500
608, 402000
609, 403750
610, 405250
611, 407000
612, 408750
613, 410250
614, 412000
615, 413750
616, 415500
617, 417250
618, 418750
619, 420500
620, 422250
621, 424000
622, 425750
623, 427500
624, 429250
625, 431000
626, 432750
627, 434500
628, 436500
629, 438250
630, 440000
631, 441750
632, 443750
633, 445500
634, 447250
635, 449000
636, 451000
637, 452750
638, 454750
639, 456500
640, 458500
641, 460250
642, 462250
643, 464000
644, 466000
645, 468000
646, 469750
647, 471750
648, 473750
649, 475750
650, 477750
651, 479500
652, 481500
653, 483500
654, 485500
655, 487500
656, 489500
657, 491500
658, 493500
659, 495500
660, 497750
661, 499750
662, 501750
663, 503750
664, 506000
665, 508000
666, 510000
667, 512250
668, 514250
669, 516250
670, 518500
671, 520500
672, 522750
673, 525000
674, 527000
675, 529250
676, 531500
677, 533500
678, 535750
679, 538000
680, 540250
681, 542500
682, 544750
683, 547000
684, 549250
685, 551500
686, 553750
687, 556000
688, 558250
689, 560500
690, 562750
691, 565250
692, 567500
693, 569750
694, 572250
695, 574500
696, 576750
697, 579250
698, 581500
699, 584000
700, 586500
701, 588750
702, 591250
703, 593750
704, 596000
705, 598500
706, 601000
707, 603500
708, 606000
709, 608500
710, 611000
711, 613500
712, 616000
713, 618500
714, 621000
715, 623750
716, 626250
717, 628750
718, 631250
719, 634000
720, 636500
721, 639250
722, 641750
723, 644500
724, 647000
725, 649750
726, 652500
727, 655000
728, 657750
729, 660500
730, 663250
731, 666000
732, 668750
733, 671500
734, 674250
735, 677000
736, 679750
737, 682500
738, 685250
739, 688250
740, 691000
741, 693750
742, 696750
743, 699500
744, 702500
745, 705250
746, 708250
747, 711250
748, 714000
749, 717000
750, 720000
751, 723000
752, 726000
753, 728750
754, 731750
755, 734750
756, 738000
757, 741000
758, 744000
759, 747000
760, 750000
761, 753250
762, 756250
763, 759500
764, 762500
765, 765750
766, 768750
767, 772000
768, 775250
769, 778250
770, 781500
771, 784750
772, 788000
773, 791250
774, 794500
775, 797750
776, 801000
777, 804250
778, 807500
779, 811000
780, 814250
781, 817500
782, 821000
783, 824250
784, 827750
785, 831250
786, 834500
787, 838000
788, 841500
789, 845000
790, 848250
791, 851750
792, 855250
793, 858750
794, 862500
795, 866000
796, 869500
797, 873000
798, 876750
799, 880250
800, 884000
801, 887500
802, 891250
803, 894750
804, 898500
805, 902250
806, 906000
807, 909750
808, 913500
809, 917250
810, 921000
811, 924750
812, 928500
813, 932250
814, 936250
815, 940000
816, 944000
817, 947750
818, 951750
819, 955500
820, 959500
